4 1789852151.333256 1789852191.138910 0 0
8 1789852191.242514 1789852247.291603 0 0
12 1789852247.387152 1789852320.409726 0 0
13 1789852320.519111 1789852404.916959 0 1
16 1789852405.019813 1789852501.030171 1 2
